Domain,Related_CSE,Relation_Score,Match_Types,Status,Notes,Final_URL,HTTP_Status,Title,Favicon_URL,RDAP_Org,RDAP_Registrar,First_Seen_ISO,Lex_URL_Len,Lex_NumDots,Lex_HasDigit,Lex_HasHyphen,Lex_SuspiciousTLD,Domain_Age_Days,Content_CSE_Keyword_Count,Content_Phish_Keyword_Count,Semantic_Score,Favicon_HD
dylanrohauer.com,NIC,0.5,Content,related,,https://dylanrohauer.com,200,Home - Dylan Rohauer,https://dylanrohauer.com/wp-content/uploads/2025/11/omniopen-shop-logo-150x150.jpg,,1636,2025-11-11T16:44:20.559221+00:00,16,1,0,0,0,5.0,1,0,0.45477527379989624,22
bonusbingocasino-uk.com,SBI,1.5,"Content,URL",related,,https://bonusbingocasino-uk.com,200,"Bonus Bingo Casino Online UK: Play Bingo Games, Claim Offers, Enjoy Mobile Fun",https://bonusbingocasino-uk.com/favicon-96x96.png,,625,2025-11-11T16:44:23.154226+00:00,23,1,0,1,0,5.0,1,2,0.2536235451698303,22
miraclehillsclinic.com,NIC,1.5,"Content,URL",related,,https://miraclehillsclinic.com,200,青柠影院-2025各类热门影片短剧电影电视剧免费观看,https://kitcss.cnappendchild.com:59800/static/tok/movie/img/favicon.ico,,2288,2025-11-11T16:44:29.506063+00:00,22,1,0,0,0,4.0,1,0,0.254934698343277,999
runrevitalistclinic.com,NIC,1.0,URL,related,,https://runrevitalistclinic.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1861,2025-11-11T16:44:38.304661+00:00,23,1,0,0,0,381.0,0,0,0.2543605864048004,999
mcomunicazione.com,NIC,1.5,"Content,URL",related,,https://mcomunicazione.com,200,Disponibile a breve,https://mcomunicazione.com/favicon.ico,,895,2025-11-11T16:44:39.313001+00:00,18,1,0,0,0,6.0,1,0,0.2541502118110657,999
boudhacommunicationlimited.com,NIC,1.5,"Content,URL",related,,https://boudhacommunicationlimited.com,200,Global Business Advisory Services | Boucha Communications,https://boudhacommunicationlimited.com/favicon.ico,,1068,2025-11-11T16:44:39.392762+00:00,30,1,0,0,0,6.0,1,0,0.2539440393447876,999
unicol-rus.com,NIC,1.0,URL,related,,http://unicol-rus.com/,200,SpaceWeb,http://unicol-rus.com/favicon.ico,,463,2025-11-11T16:44:41.277560+00:00,14,1,0,1,0,4.0,0,0,0.25370824337005615,999
inicioparanaguapr.fun,NIC,1.0,URL,related,,https://inicioparanaguapr.fun,200,Parked Domain name on Hostinger DNS system,https://inicioparanaguapr.fun/favicon.ico,,,2025-11-11T16:44:58.769985+00:00,21,1,0,0,0,,0,0,0.2543533742427826,999
mhswoluclinic.be,NIC,1.0,URL,related,,https://mhswoluclinic.be,200,Site en construction,https://mhswoluclinic.be/__ovh/common/img/favicon.ico,,,2025-11-11T16:44:59.048017+00:00,16,1,0,0,0,,0,0,0.2542577385902405,22
ikonickelly.com,NIC,1.0,URL,related,,https://ikonickelly.com,200,EYH Academy,https://stcdn.leadconnectorhq.com/funnel/icon/favicon.ico,,1910,2025-11-11T16:44:59.224206+00:00,15,1,0,0,0,6.0,0,0,0.25378596782684326,31
automechanicmtprospect.com,NIC,1.5,"Content,URL",related,,https://automechanicmtprospect.com,200,"Grease Nomads - Roadside Assistance - Mt Prospect, IL 60056",https://automechanicmtprospect.com/favicon.ico,,146,2025-11-11T16:45:01.089351+00:00,26,1,0,0,0,7.0,1,0,0.254477322101593,28
magazineclinic.com,NIC,1.5,"Content,URL",related,,https://magazineclinic.com,200,Magazine Clinic Kumasi | Hospital & Medical Services in Pine Avenue,https://magazineclinic.com/img/favicon2.png,,2,2025-11-11T16:45:02.168821+00:00,18,1,0,0,0,3.0,1,1,0.2537589371204376,22
mangareiniciar-pg.com,NIC,1.5,"Content,URL",related,,https://mangareiniciar-pg.com,200,Manga-Reiniciar-PG,https://imgur.com/b3bEtHJ.png,,1636,2025-11-11T16:45:02.324959+00:00,21,1,0,1,0,5.0,1,0,0.25448960065841675,999
getrevitalistclinic.com,NIC,1.0,URL,related,,https://getrevitalistclinic.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1861,2025-11-11T16:45:21.609963+00:00,23,1,0,0,0,381.0,0,0,0.25445646047592163,999
dnaorganicsinc.com,NIC,1.5,"Content,URL",related,,https://dnaorganicsinc.com,200,"DNA Organics, Inc.",https://dnaorganicsinc.com/wp-content/uploads/2025/11/cropped-DNAOrganics-Logo-Square-32x32.png,,1068,2025-11-11T16:45:21.775534+00:00,18,1,0,0,0,7.0,1,0,0.2535155415534973,26
berevitalistclinic.com,NIC,1.0,URL,related,,https://berevitalistclinic.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1861,2025-11-11T16:45:21.776482+00:00,22,1,0,0,0,381.0,0,0,0.254330039024353,999
homoeoclinic55.com,NIC,1.5,"Content,URL",related,,https://homoeoclinic55.com,200,Home,"data:;base64,iVBORw0KGgo=",,1636,2025-11-11T16:45:21.919477+00:00,18,1,1,0,0,4.0,1,0,0.25430989265441895,999
acrevitalistclinic.com,NIC,1.0,URL,related,,https://acrevitalistclinic.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1861,2025-11-11T16:45:22.012560+00:00,22,1,0,0,0,381.0,0,0,0.2540696859359741,999
apscommunication.com,NIC,1.5,"Content,URL",related,,https://apscommunication.com,200,Bravo ! Votre domaine apscommunication.com a bien été créé avec LWS !,https://www.lwshosting.name/img/faviconlws.png,,1630,2025-11-11T16:45:22.333747+00:00,20,1,0,0,0,6.0,1,0,0.25370845198631287,28
metamcommunication.ch,NIC,1.0,URL,related,,https://metamcommunication.ch,200,Wir überarbeiten unsere Webseite,https://metamcommunication.ch/favicon.ico,,,2025-11-11T16:45:22.341554+00:00,21,1,0,0,0,,0,0,0.25382012128829956,24
sriniclothing.com,NIC,1.5,"Content,URL",related,,https://sriniclothing.com/password,200,"
  
 – Srini Clothig",https://sriniclothing.com/favicon.ico,,440,2025-11-11T16:45:22.591632+00:00,17,1,0,0,0,7.0,1,1,0.25364723801612854,999
prime-bureauhub.digital,NIC,0.5,Content,related,,https://prime-bureauhub.digital,200,ShopMax - Tu Tienda Online de Confianza,https://public-frontend-cos.metadl.com/mgx/img/favicon.png,,472,2025-11-11T16:45:22.780791+00:00,23,1,0,1,0,6.0,1,0,0.45418021082878113,30
win-nuvio.com,NIC,0.5,Content,related,,https://win-nuvio.com,200,"
    NUVIO
   ",https://qtrypzzcjebvfcihiynt.supabase.co/storage/v1/object/public/base44-prod/public/68cbd9eb328423e522ec5e57/522f1f7fb_nuvio_logo_icon.png,,83,2025-11-11T16:45:24.970370+00:00,13,1,0,1,0,40.0,1,1,0.45387977361679077,26
policlinicasanisidro.com,NIC,1.5,"Content,URL",related,,https://policlinicasanisidro.com,200,Policlinica,https://policlinicasanisidro.com/favicon.ico,,1636,2025-11-11T16:45:25.361781+00:00,24,1,0,0,0,7.0,1,0,0.2536270022392273,999
regidormunicipalnicoya.com,NIC,1.0,URL,related,,http://regidormunicipalnicoya.com,200,,http://regidormunicipalnicoya.com/favicon.ico,,2,2025-11-11T16:45:31.142102+00:00,26,1,0,0,0,7.0,0,0,0.25432682037353516,31
cornelectronics.com,NIC,1.0,URL,related,,https://cornelectronics.com,200,Corn Ecommerce,https://cornelectronics.com/favicon.ico?favicon.0b3bf435.ico,,1068,2025-11-11T16:45:42.496833+00:00,19,1,0,0,0,4.0,0,0,0.25288125872612,24
cardiocareclinica.com,NIC,1.5,"Content,URL",related,,https://cardiocareclinica.com,200,Em breve,https://cardiocareclinica.com/favicon.ico,,895,2025-11-11T16:45:42.629492+00:00,21,1,0,0,0,4.0,1,1,0.2541470527648926,999
condor-express.com,NIC,0.5,Content,related,,https://condor-express.com,200,"Condor Express ES
",https://condor-express.com/cdn/shop/files/bg-2-mob-removebg-preview_96x96.png?v=1743994275,,146,2025-11-11T16:45:42.854776+00:00,18,1,0,1,0,8.0,1,0,0.45416224002838135,26
ivonicvzaimi.online,NIC,1.0,URL,related,,https://ivonicvzaimi.online,200,МФО с быстрым одобрением,https://ivonicvzaimi.online/images/tild3737-3436-4338-b135-383139373132__icons8----96.png,,,2025-11-11T16:45:43.521737+00:00,19,1,0,0,0,,0,0,0.25322702527046204,24
bluma-agency.com,NIC,0.5,Content,related,,http://www.bluma-agency.com/,200,bluma-agency.com | Registrado en DonDominio,http://www.bluma-agency.com/favicon.ico,,1383,2025-11-11T16:45:44.093983+00:00,16,1,0,1,0,5.0,1,0,0.4532761871814728,999
nicolascouverture41.fr,NIC,1.5,"Content,URL",related,,https://www.nicolascouverture41.fr/,200,Nicolas COUVERTURE,https://www.nicolascouverture41.fr/favicon.ico,,,2025-11-11T16:45:44.967795+00:00,22,1,1,0,0,,1,0,0.25283703207969666,999
lotusbotanica.store,NIC,1.0,URL,related,,https://lotusbotanica.store,200,Hostnet: De grootste domeinnaam- en hostingprovider van Nederland.,https://lotusbotanica.store/favicon.ico,,,2025-11-11T16:45:45.760751+00:00,19,1,0,0,0,,0,0,0.253532737493515,22
peaklabsbionutra.com,SBI,1.5,"Content,URL",related,,https://peaklabsbionutra.com,200,peaklabsbionutra.com -,https://peaklabsbionutra.com/favicon.ico,,1636,2025-11-11T16:45:46.874425+00:00,20,1,0,0,0,5.0,1,0,0.25272825360298157,999
aivida.com.br,NIC,0.5,Content,related,,https://aivida.com.br,200,"AIVIDA - Saúde simples, humana e conectada",https://aivida.com.br/favicon.ico?favicon.ca2ef8cc.ico,Adriano Foschera,,2025-11-11T16:45:56.275156+00:00,13,2,0,0,0,14.0,1,0,0.4534272849559784,22
newsbignews.com,SBI,1.0,URL,related,,https://newsbignews.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1449,2025-11-11T16:46:01.433052+00:00,15,1,0,0,0,2213.0,0,0,0.25303372740745544,999
jostlecommunicationaccess.com,NIC,1.0,URL,related,,https://jostlecommunicationaccess.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1861,2025-11-11T16:46:01.461285+00:00,29,1,0,0,0,382.0,0,0,0.2534596621990204,999
zamzamelectronicscontactnumber.com,NIC,1.5,"Content,URL",related,,https://zamzamelectronicscontactnumber.com,200,📞 Zam Zam Electronics Contact Number - Get Free Gift 2026,https://zamzamelectronicscontactnumber.com/wp-content/uploads/2025/11/cropped-WhatsApp-Image-2025-11-04-at-12.41.31-PM-32x32.jpeg,,1636,2025-11-11T16:46:01.863092+00:00,34,1,0,0,0,8.0,1,0,0.2533177137374878,26
madnichemicals.com,NIC,1.0,URL,related,,https://madnichemicals.com,200,Parked Domain name on Hostinger DNS system,https://madnichemicals.com/favicon.ico,,1636,2025-11-11T16:46:02.309092+00:00,18,1,0,0,0,4.0,0,0,0.2529343068599701,999
kmart-tienich.online,NIC,1.0,URL,related,,https://www.kmart-tienich.online/,200,404,https://www.kmart-tienich.online/favicon.ico,,,2025-11-11T16:46:02.319755+00:00,20,1,0,1,0,,0,0,0.2529163956642151,999
reznictvilysa.cz,NIC,1.0,URL,related,,https://reznictvilysa.cz,200,Webhosting je aktivní,https://reznictvilysa.cz/favicon.ico,,REG-WEDOS,2025-11-11T16:46:02.839566+00:00,16,1,0,0,0,8.0,0,0,0.2531178593635559,999
mango-reiniciarpg.com,NIC,1.0,URL,related,,https://mango-reiniciarpg.com,200,MANGA_Plataforma oficial de certificação.,https://mango-reiniciarpg.com/favicon.ico,,1923,2025-11-11T16:46:02.995430+00:00,21,1,0,1,0,7.0,0,1,0.2527412176132202,999
shc-tronic.store,NIC,1.0,URL,related,,http://shc-tronic.store,200,,http://shc-tronic.store/favicon.ico,,,2025-11-11T16:46:03.157962+00:00,16,1,0,1,0,,0,0,0.2525935471057892,999
devonicalabs.com,NIC,1.5,"Content,URL",related,,https://devonicalabs.com,200,"Devonica Labs – A simple, magical way to connect with people",https://devonicalabs.com/wp-content/uploads/2025/11/cropped-Devonica-Labs-1-32x32.png,,625,2025-11-11T16:46:03.568723+00:00,16,1,0,0,0,6.0,1,0,0.25337082147598267,22
ciraprecisioncare.com,NIC,0.5,Content,related,,https://ciraprecisioncare.com,200,CIRA Precision Care - Advanced Prostate Cancer Theranostics Treatment,https://ciraprecisioncare.com/favicon.ico,,83,2025-11-11T16:46:05.682270+00:00,21,1,0,0,0,8.0,1,0,0.45320260524749756,28
boostingjostlecommunication.com,NIC,1.0,URL,related,,https://boostingjostlecommunication.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1861,2025-11-11T16:46:27.089507+00:00,31,1,0,0,0,382.0,0,0,0.25260889530181885,999
bigrevitalistclinic.com,NIC,1.0,URL,related,,https://bigrevitalistclinic.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1861,2025-11-11T16:46:27.765470+00:00,23,1,0,0,0,381.0,0,0,0.252945214509964,999
thenicebooth.com,NIC,1.0,URL,related,,https://thenicebooth.com,200,Index of /,https://thenicebooth.com/favicon.ico,,1068,2025-11-11T16:46:28.323644+00:00,16,1,0,0,0,5.0,0,0,0.2532554566860199,999
nicklasj.info,NIC,1.5,"Content,URL",related,,https://nicklasj.info,200,Nicklas | DK | Kontrapunkt | Junior Digital Designe...,https://nicklasj.info/images/favicon-16x16.png,,1531,2025-11-11T16:46:28.387337+00:00,13,1,0,0,0,8.0,1,0,0.25306493043899536,24
charingcrosshospitaltaxisminicabs.online,NIC,1.5,"Content,URL",related,,https://charingcrosshospitaltaxisminicabs.online,200,MiniCab in Charing Cross Hospital - 0208 819 9151 - Taxi in Charing Cross Hospital - Charing Cross Hospital Cabs - Charing Cross Taxis & MiniCabs Service - Charing Cross Taxis & MiniCabs,https://charingcrosshospitaltaxisminicabs.online/favicon.ico,,,2025-11-11T16:46:28.414946+00:00,40,1,0,0,0,,1,0,0.25272035598754883,24
nicemesr.lol,NIC,1.5,"Content,URL",related,,https://sidesteamroll.com/go/1799204?subid1=nicemesr.lol,200,...,https://sidesteamroll.com/favicon.ico,,,2025-11-11T16:46:29.041990+00:00,12,1,0,0,0,,1,0,0.25255101919174194,999
cdhclinicadepsicologia.com,NIC,1.5,"Content,URL",related,,https://cdhclinicadepsicologia.com.br,200,Home - CDH - Centro de Desenvolvimento Humano - Niterói,https://cdhclinicadepsicologia.com.br/wp-content/uploads/2020/04/cdh_icone_Prancheta-1-100x100.png,,1636,2025-11-11T16:46:29.530659+00:00,26,1,0,0,0,6.0,1,0,0.252988338470459,24
clinicadesaludavanzada.com,NIC,1.0,URL,related,,https://clinicadesaludavanzada.com,200,Parked Domain name on Hostinger DNS system,https://clinicadesaludavanzada.com/favicon.ico,,1636,2025-11-11T16:47:02.485229+00:00,26,1,0,0,0,3.0,0,0,0.2531490623950958,999
ohinichi.com,NIC,1.5,"Content,URL",related,,https://ohinichi.com,200,Ohinichi,https://ohinichi.com/images/fevicon.png,,1068,2025-11-11T16:47:03.027649+00:00,12,1,0,0,0,8.0,1,0,0.252627968788147,999
climamastermechanical.com,NIC,1.5,"Content,URL",related,,https://climamastermechanical.com,200,Climamaster Mechanical HVAC Services | Climamaster Mechanical,"data:;base64,iVBORw0KGgo=",,1636,2025-11-11T16:47:03.185477+00:00,25,1,0,0,0,5.0,1,0,0.2528443932533264,999
pplipnicawielka.pl,NIC,1.5,"Content,URL",related,,https://pplipnicawielka.pl,200,Przedszkole – Kiczory – Kolejna witryna oparta na WordPressie,https://pplipnicawielka.pl/favicon.ico,AG media Grzegorz Rzepiszczak,,2025-11-11T16:47:03.420568+00:00,18,1,0,0,0,5.0,1,0,0.2525274157524109,999
ikonicjames.com,NIC,1.0,URL,related,,https://ikonicjames.com,200,EYH Academy,https://stcdn.leadconnectorhq.com/funnel/icon/favicon.ico,,1910,2025-11-11T16:47:04.051066+00:00,15,1,0,0,0,6.0,0,0,0.2517392635345459,31
pictureorganicshop.com,NIC,1.5,"Content,URL",related,,https://www.pictureorganicshop.com/,200,Picture Organic Shop | Sustainable Outdoor Wear & Eco-Friendly Gear,https://www.pictureorganicshop.com/wp-content/uploads/2025/11/图标.png,,3775,2025-11-11T16:47:09.537800+00:00,22,1,0,0,0,4.0,1,0,0.2524052560329437,24
vbd-group.com,PNB,0.5,Content,related,,https://vbd-group.com,200,VBD Group - High Converting Websites for Whop Communities,https://framerusercontent.com/images/L3QlhYVhBktm37IwIJmoxjvLd3k.png,,146,2025-11-11T16:47:22.790420+00:00,13,1,0,1,0,7.0,1,0,0.45186734199523926,24
organicsilver.co.uk,NIC,1.5,"Content,URL",related,,https://organicsilver.co.uk,200,OrganicSilver.co.uk - For Sale,https://organicsilver.co.uk/img/favicon.png,,,2025-11-11T16:47:23.366244+00:00,19,2,0,0,0,,1,0,0.25182977318763733,28
smbdealvoyage.com,NIC,0.5,Content,related,,https://www.smbdealhunter.xyz/,200,SMB Deal Hunter,"https://media.beehiiv.com/cdn-cgi/image/fit=scale-down,format=auto,onerror=redirect,quality=80/uploads/publication/logo/0669fa4c-9ddd-4490-a4f0-8f9db721a021/thumb_Smb.png",,146,2025-11-11T16:47:25.916069+00:00,17,1,0,0,0,6.0,1,0,0.4523584246635437,24
tryrevitalistclinic.com,NIC,1.0,URL,related,,https://tryrevitalistclinic.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1861,2025-11-11T16:47:57.494128+00:00,23,1,0,0,0,381.0,0,0,0.2519669532775879,999
caremunication.co.uk,NIC,1.5,"Content,URL",related,,https://caremunication.co.uk,200,Caremunication Holding Page,https://caremunication.co.uk/_assets/images/2d0b56e7e51cf11036ad8734bdb67e2d.png,,,2025-11-11T16:48:13.332575+00:00,20,2,0,0,0,,1,0,0.2519838809967041,22
viralelectronic.store,NIC,1.5,"Content,URL",related,,https://viralelectronic.store,200,"
      Voltix Store
",https://viralelectronic.store/cdn/shop/files/favicon-32x32.png?crop=center&height=32&v=1762405146&width=32,,,2025-11-11T16:48:14.454837+00:00,21,1,0,0,0,,1,0,0.2523215711116791,28
nickshoneststore.com,NIC,1.0,URL,related,,http://nickshoneststore.com,200,STRATO - Domain reserved,http://nickshoneststore.com/favicon.ico,,151,2025-11-11T16:48:15.487240+00:00,20,1,0,0,0,6.0,0,0,0.25161001086235046,999
alessandrobazzoniconsulting.com,NIC,1.0,URL,related,,https://alessandrobazzoniconsulting.com,200,Index of /,https://alessandrobazzoniconsulting.com/favicon.ico,,638,2025-11-11T16:48:15.919933+00:00,31,1,0,0,0,5.0,0,0,0.2522803544998169,999
clinic-sherton.com,NIC,1.0,URL,related,,https://clinic-sherton.com,200,Welcome - LibyanSpider,https://clinic-sherton.com/assets/img/favicon.png,,638,2025-11-11T16:48:15.928340+00:00,18,1,0,1,0,7.0,0,0,0.2516862750053406,999
clinicgrand.com,NIC,1.5,"Content,URL",related,,https://www.clinicgrand.com/,200,"Grand Clinic Hair,Plastic,Dental and Obesity Surgery Center",https://www.clinicgrand.com/wp-content/uploads/2024/06/cropped-gc-orginal-32x32.png,,1601,2025-11-11T16:48:16.631278+00:00,15,1,0,0,0,1471.0,1,1,0.2521863281726837,30
serenichair.com,NIC,1.5,"Content,URL",related,,https://serenichair.com/password,200,SereniChair,https://serenichair.com/favicon.ico,,146,2025-11-11T16:48:30.408290+00:00,15,1,0,0,0,5.0,1,1,0.2523811161518097,999
nicoleannadminservices.com,NIC,1.0,URL,related,,http://nicoleannadminservices.com,200,Domain parking page,https://static.fasthosts.co.uk/icons/favicon.ico,,83,2025-11-11T16:48:31.320027+00:00,26,1,0,0,0,6.0,0,0,0.2515500783920288,24
esapvigo.com,NIC,0.5,Content,related,,https://esapvigo.com,200,Escuela Superior de Artes Plásticas de Vigo. ESAP,https://esapvigo.com/imagenes/iconos/favicon.ico,,379,2025-11-11T16:48:31.359283+00:00,12,1,0,0,0,4034.0,1,0,0.45230698585510254,24
demonicgriefclothing.com,NIC,1.5,"Content,URL",related,,https://demonicgriefclothing.com/password,200,"
  
 – DemonicGriefClothing",https://demonicgriefclothing.com/favicon.ico,,69,2025-11-11T16:48:31.860770+00:00,24,1,0,0,0,3.0,1,1,0.25223666429519653,999
armandnic.com,NIC,1.5,"Content,URL",related,,https://bio.site/armandnic,200,Armando Nico — Bio Sites,https://media.bio.site/favicon.ico,,3827,2025-11-11T16:48:31.952026+00:00,13,1,0,0,0,4.0,1,0,0.2523455023765564,26
arquitecticatecnicatatiana.com,NIC,1.5,"Content,URL",related,,https://arquitecticatecnicatatiana.com,200,Arquitéctica Técnica Tatiana,https://arquitecticatecnicatatiana.com/wp-content/uploads/2025/11/cropped-favicon@0.5x-32x32.png,,1647,2025-11-11T16:48:33.359787+00:00,30,1,0,0,0,8.0,1,0,0.2522994577884674,30
iyengarpainclinic.com,NIC,1.0,URL,related,,https://iyengarpainclinic.com,200,Welcome to Our Yoga Studio | Find Your Inner Peace and Wellness,https://iyengarpainclinic.com/favicon.ico,,1636,2025-11-11T16:49:05.952912+00:00,21,1,0,0,0,6.0,0,0,0.2512826919555664,999
hydroponicgrowguide.com,NIC,1.5,"Content,URL",related,,https://hydroponicgrowguide.com,200,Hydroponic Grow Guide - Expert Guides on Hydroponic Gardening | Hydroponic Grow Guide,https://hydroponicgrowguide.com/favicon.svg,,1861,2025-11-11T16:49:06.106633+00:00,23,1,0,0,0,8.0,1,0,0.251792848110199,999
unclenickshandyman.com,NIC,1.5,"Content,URL",related,,https://unclenickshandyman.com,200,Handyman Services for Your Home | Uncle Nicks Handyman,https://unclenickshandyman.com/favicon.ico,,625,2025-11-11T16:49:06.455713+00:00,22,1,0,0,0,4.0,1,0,0.25115257501602173,20
finoravex.sbs,NIC,0.5,Content,related,,https://finoravex.sbs,200,"
	finoravex - Corsi di Sviluppo Web e Formazione Digitale a Catania
	",https://finoravex.sbs/favicon.svg,,,2025-11-11T16:49:06.661347+00:00,13,1,0,0,0,,1,0,0.45130157470703125,999
vyonic.store,NIC,1.5,"Content,URL",related,,https://www.vyonic.store/,200,"
  VYONIC
",https://www.vyonic.store/favicon.ico,,,2025-11-11T16:49:06.876710+00:00,12,1,0,0,0,,1,0,0.2508511543273926,999
spokoynich.ru,NIC,1.5,"Content,URL",related,,https://spokoynich.ru,200,SPOKOYNICH FOREVER,https://spokoynich.ru/favicon.ico,,,2025-11-11T16:49:07.341947+00:00,13,1,0,0,0,,1,0,0.2508077025413513,999
strataaeroponics.com,NIC,1.0,URL,related,,https://strataaeroponics.com,200,Hostinger Horizons,https://strataaeroponics.com/vite.svg,,1636,2025-11-11T16:49:07.458545+00:00,20,1,0,0,0,3.0,0,0,0.2507880926132202,999
csmobilemechanic.com,NIC,1.5,"Content,URL",related,,https://csmobilemechanic.com,200,C&B Automotive & Mobile RV Mechanics LLC – RV parts auto parts new and used,https://csmobilemechanic.com/wp-content/uploads/2025/11/cropped-photo-1610569762813-6bfcb54ad25c-32x32.avif,,1531,2025-11-11T16:49:07.504528+00:00,20,1,0,0,0,8.0,1,2,0.2517700791358948,999
torrelavegahumanbiomechanics.com,NIC,1.5,"Content,URL",related,,https://www.torrelavegahumanbiomechanics.com/,200,Inicio - 'Torrelavega Human Biomechanics',https://www.torrelavegahumanbiomechanics.com/favicon.ico,,3951,2025-11-11T16:49:12.636090+00:00,32,1,0,0,0,5.0,1,0,0.2507554590702057,999
prestamounico.com,NIC,1.5,"Content,URL",related,,http://prestamounico.com,200,prestamounico.com,http://prestamounico.com/favicon.ico,,379,2025-11-11T16:49:15.748050+00:00,17,1,0,0,0,5.0,1,0,0.25139155983924866,999
immerselearn-sterile-processing-technician.com,NIC,1.0,URL,related,,https://immerselearn-sterile-processing-technician.com,200,Parked Domain name on Hostinger DNS system,https://immerselearn-sterile-processing-technician.com/favicon.ico,,1636,2025-11-11T16:49:24.829318+00:00,46,1,0,1,0,5.0,0,0,0.30136239528656006,999
unleashingcommunication.com,NIC,1.5,"Content,URL",related,,https://unleashingcommunication.com,200,Long Loose Leash Learning,https://assets.squarespace.com/universal/default-favicon.ico,,3827,2025-11-11T16:49:25.354445+00:00,27,1,0,0,0,3.0,1,0,0.250558078289032,28
alif-and-co.com,NIC,0.5,Content,related,,https://alif-and-co.com,200,"Alif & CO – Accompagnement et outils pratiques pour aider les femmes et les jeunes à avancer avec clarté, équilibre et spiritualité, incluant planners, carnets d'organisation et coaching personnalisé.",https://s0.wp.com/i/webclip.png,,1531,2025-11-11T16:49:25.360022+00:00,15,1,0,1,0,8.0,1,0,0.45117491483688354,24
deltabpr.com,NIC,0.5,Content,related,,https://deltabpr.com,200,Home - deltabpr.com,https://deltabpr.com/favicon.ico,,1636,2025-11-11T16:49:25.611821+00:00,12,1,0,0,0,7.0,1,1,0.45133447647094727,999
dominicbracyanalytics.com,NIC,1.5,"Content,URL",related,,https://dominicbracyanalytics.com,200,Dominic Bracy Analytics,https://dominicbracyanalytics.com/wp-content/uploads/2025/11/Black-White-Minimalist-Business-Logo-150x103.png,,1636,2025-11-11T16:49:26.187759+00:00,25,1,0,0,0,4.0,1,0,0.25147637724876404,28
shuchiorganics.com,NIC,1.5,"Content,URL",related,,https://www.shuchiorganics.com/shop,200,Products | Organic veggies ,https://www.shuchiorganics.com/web/image/website/1/favicon?unique=9bf972f,,81,2025-11-11T16:49:26.791653+00:00,18,1,0,0,0,7.0,1,0,0.250543475151062,22
dorevitalistclinic.com,NIC,1.0,URL,related,,https://dorevitalistclinic.com,200,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAIAAACQd1PeAAAADElEQVQI12P4//8/AAX+Av7czFnnAAAAAElFTkSuQmCC",,1861,2025-11-11T16:49:45.426309+00:00,22,1,0,0,0,381.0,0,0,0.2506614923477173,999
tazawa-clinic.com,NIC,1.5,"Content,URL",related,,https://tazawa-clinic.com,200,たざわ内科・内視鏡クリニック岸和田駅｜一般内科・消化器内科・心療内科・自費治療,https://tazawa-clinic.com/favicon/favicon.ico,,1557,2025-11-11T16:49:45.585600+00:00,17,1,0,1,0,7.0,1,0,0.2513062655925751,28
asklipiosclinic.com,NIC,1.0,URL,related,,https://asklipiosclinic.com,200,,https://asklipiosclinic.com/favicon.ico,,3853,2025-11-11T16:49:45.717821+00:00,19,1,0,0,0,4.0,0,0,0.25131338834762573,26
venicetea.com,NIC,1.5,"Content,URL",related,,https://venicetea.com,200,Home | VeniceTEA,https://venicetea.com/web/image/website/13/favicon?unique=1d495bc,,1861,2025-11-11T16:49:46.183295+00:00,13,1,0,0,0,3.0,1,0,0.2514594495296478,24
